device_id,endurance,cost_perf,photo,performance,good_word,total_score
350671,4.6,5,5.6,6,"外观漂亮(58),音色音质好(49),手感舒适(26),机身轻薄(19),运行流畅(11),屏幕大(10),音乐播放效果出色(9)",7
350900,4.8,6,5.6,6,"运行流畅(145),外观漂亮(73),性价比高(63),屏幕效果好(52),手感舒适(30),游戏运行流畅(24),机身内存大(26)",7.1
351123,6.1,6.1,7.2,6.7,"外观漂亮(60),运行流畅(51),屏幕效果好(25),手感舒适(17),成像效果好(19),音色音质好(18),续航出色(16)",8.5
351198,7.7,7.3,0,0,"外观漂亮(34),性能强悍(19),性价比较高(11),速度流畅(10),键盘舒适(11),游戏完美运行(10),音效出色(5)",7.2
351343,4.8,6,5.6,6,"运行流畅(145),外观漂亮(73),性价比高(63),屏幕效果好(52),手感舒适(30),游戏运行流畅(24),机身内存大(26)",7.1
351359,2.9,4.8,5.8,3.8,"手感舒适(3),外观漂亮(3),价格便宜(1),运行流畅(1),屏幕大(1)",5.7
351459,4.8,6,5.6,6,"运行流畅(145),外观漂亮(73),性价比高(63),屏幕效果好(52),手感舒适(30),游戏运行流畅(24),机身内存大(26)",7.1
351461,4.2,5.1,5.4,5.4,"运行流畅(25),外观漂亮(22),屏幕效果好(20),屏幕大(20),性价比高(19),系统强悍(9),手感舒适(8)",6.5
351606,6,6.2,5.4,6.7,"外观漂亮(20),运行流畅(7),音色音质好(5),性能好(3),手感舒适(3),续航出色(3),游戏运行流畅(3)",7.9
352228,4.7,4.7,4.1,4.7,"外观漂亮(3),价格便宜(1),性价比高(1),机身内存大(1)",6.1
352230,3.8,2.8,3.5,4,"外观漂亮(7),屏幕大(2),游戏运行流畅(1),续航出色(1),价格便宜(1),屏幕效果好(1),屏幕大小适中(1)",4.9
352231,5.6,2.4,2.4,2.4,"外观漂亮(9),续航出色(1),电池容量大(1)",4.6
352236,3.6,3.6,5.2,3.6,屏幕大(1),5.2
352269,4.3,5.5,5.9,6.1,"屏幕大(37),外观漂亮(24),运行流畅(18),屏幕效果好(14),成像效果好(12),分辨率高(9),性能好(6)",7.2
352686,0,0,0,0,"运行流畅(2),外观漂亮(1),性能不错(1),后盖严实(1),机身内存大(1)",6
352806,4.7,4.3,5,5.3,"外观漂亮(28),手感舒适(15),机身轻薄(7),机身内存大(6),运行流畅(5),续航出色(4),分辨率高(3)",6.4
352859,6.1,6.9,7.8,6.9,"屏幕效果好(33),外观漂亮(30),运行流畅(20),手感舒适(12),成像效果好(12),性价比高(7),屏幕大小适中(7)",8.7
353229,5.8,5.5,4,5.3,"外观漂亮(12),运行流畅(9),屏幕大(9),价格便宜(7),音色音质好(4),续航出色(6),手感舒适(5)",6.8
353383,4.8,4,4.8,4.8,"屏幕大(3),屏幕大小适中(1),续航出色(1),外观漂亮(1)",6.3
353414,6.1,6,5.8,7,"屏幕大(82),音色音质好(76),运行流畅(37),外观漂亮(31),屏幕效果好(26),续航出色(19),分辨率高(15)",8
353449,9.1,9.1,5.1,5.9,"续航出色(3),手感舒适(1),屏幕大(1)",9.1
353616,3.3,3.7,3.7,3.7,"续航出色(2),电池容量大(1)",4.5
353617,4.7,3.9,5.5,4.7,"屏幕大(5),续航出色(3),分辨率高(2),游戏运行流畅(1),运行流畅(1),机身小巧(1),外观漂亮(1)",6.6
353881,7.5,4.7,6.6,5.9,"续航出色(2),外观稳重(1),屏幕效果好(1),音色音质好(1),做工扎实(1),外观漂亮(1),屏幕大(1)",7.7
354109,5.4,4.6,7.8,5.4,"机身内存大(1),相机像素高(1),屏幕效果好(1),摄像效果出色(1),续航出色(1),外观漂亮(1)",7.4
354324,5.8,7.4,6.3,6.8,"运行流畅(3),性价比高(3),屏幕大(2),性价比高(2),外观漂亮(1),屏幕效果好(1),信号好(1)",8.2
354419,4.7,4.4,5.3,5.3,"外观漂亮(106),音色音质好(74),手感舒适(24),机身轻薄(14),运行流畅(9),价格便宜(8),续航出色(7)",6.4
354522,4.7,5.2,3.6,4.7,"外观漂亮(4),手感舒适(2),运行流畅(2),性价比高(1),性能不错(1)",5.8
354619,2.7,9.1,9.1,5.9,"外观漂亮(6),屏幕大(2),拍照清晰(2),成像效果好(1),温度控制满意(1),运行流畅(1),手感舒适(1)",7.8
354798,4.4,4.3,4.5,4.9,"外观漂亮(13),运行流畅(7),屏幕大(5),价格便宜(5),价格合理(4),机身轻薄(3),性价比高(3)",5.8
354804,8.8,4,5.6,5.6,"分辨率高(1),续航出色(1)",7.7
354886,7.2,6.4,8.4,7.6,"外观漂亮(6),屏幕大(3),硬件配置强悍(3),手感舒适(2),屏幕效果好(2),系统流畅(2),性价比高(2)",9.4
354938,0,0,0,0,"",0
355564,0,0,0,0,"",6
355620,8,5.1,4.8,4.5,"屏幕大(3),外观漂亮(2),信号好(2),续航出色(2),音色音质好(1)",7.3
355627,6.3,7.9,4.7,7.9,"价格便宜(2),网速快(1)",8.2
355937,4.7,4.3,5,5.3,"外观漂亮(28),手感舒适(15),机身轻薄(7),机身内存大(6),运行流畅(5),续航出色(4),分辨率高(3)",6.4
355939,4,4,5.6,5.2,"屏幕效果好(6),手感舒适(3),外观漂亮(2),性价比高(1),视频流畅效果好(1),续航出色(1),成像效果好(1)",5.8
356017,5.7,6,5.9,6.9,"外观漂亮(8),运行流畅(7),屏幕大(3),性价比高(2),续航出色(1),价格便宜(1),网速快(1)",7.9
356039,4.9,6.3,6.3,5.4,"屏幕效果好(7),运行流畅(5),外观漂亮(3),续航出色(3),摄像效果出色(2),音乐播放效果出色(1),电池出色(1)",7.3
356289,0,0,0,0,后盖严实(1),8.1
356353,5.9,6.7,6.5,6.5,"外观漂亮(29),屏幕大(9),硬件配置强悍(6),续航出色(5),屏幕效果好(5),机身轻薄(4),性价比高(4)",8.1
356495,7.3,7.3,7.3,8.9,"屏幕效果好(1),屏幕大(1),运行流畅(1),价格便宜(1),电池容量大(1),做工扎实(1),分辨率高(1)",9.5
356650,4.9,4.8,5.7,5.2,"外观漂亮(40),运行流畅(15),分辨率高(8),屏幕效果好(9),手感舒适(7),机身内存大(6),屏幕大(5)",6.8
356872,5.8,6.9,2.1,5.8,"价格便宜(3),屏幕大(3),性价比高(3),续航出色(2),音色音质好(1),运行流畅(1),外观漂亮(1)",6.7
356915,0,0,0,0,"",0
356972,6.1,6,5.8,7,"屏幕大(82),音色音质好(76),运行流畅(37),外观漂亮(31),屏幕效果好(26),续航出色(19),分辨率高(15)",8
356980,5.9,6.5,6,7.5,"屏幕大(23),运行流畅(10),性价比高(7),机身内存大(6),电池容量大(5),游戏运行流畅(4),续航出色(3)",7.8
356989,8.3,5.1,3.5,5.1,"续航出色(1),电池容量大(1),外观漂亮(1),手感舒适(1)",7.1
357273,5.2,5.6,4.8,5.2,"性价比高(1),外观漂亮(1),屏幕效果好(1),软件不错(1),价格便宜(1),续航出色(1)",6.6
357674,6.2,7.5,6.4,7.2,"运行流畅(17),屏幕效果好(13),游戏运行流畅(7),成像效果好(6),处理器不错(6),外观漂亮(6),性价比高(6)",8.5
357871,4.9,4.8,5.7,5.2,"外观漂亮(40),运行流畅(15),屏幕效果好(9),分辨率高(8),手感舒适(7),机身内存大(6),成像效果好(4)",6.8
358031,6.6,5.8,7.3,7.4,"屏幕大小适中(12),外观漂亮(11),运行流畅(10),续航出色(8),性能好(5),电池容量大(3),分辨率高(2)",8.6
358056,9.4,7,3,7.8,"续航出色(2),信号强(1)",9.2
358074,3.6,4.1,5.4,4.1,"外观漂亮(20),手感舒适(13),运行流畅(7),机身轻薄(7),屏幕效果好(4),屏幕大(2),游戏运行流畅(1)",5.9
358102,6.9,7.5,7.5,7.9,"外观漂亮(9),运行流畅(3),性价比高(2),视频流畅效果好(1),分辨率高(1)",9.3
358103,6.9,7.5,7.5,7.9,"外观漂亮(9),运行流畅(3),性价比高(2),视频流畅效果好(1),分辨率高(1)",9.3
358680,0,0,0,0,"",0
358846,6.4,4,3.6,4.2,"续航出色(31),电池容量大(6),屏幕大小适中(3),外观漂亮(2),屏幕效果好(2),性能好(2),游戏运行流畅(2)",5.7
359293,4.9,4.4,5.6,5.8,"外观漂亮(353),音色音质好(180),手感舒适(129),机身轻薄(81),运行流畅(57),续航出色(28),屏幕大(26)",6.9
359296,7.6,7.6,6,6,"续航出色(4),音色音质好(2),性能不错(1),外观漂亮(1),屏幕大小适中(1),价格实惠(1),系统流畅(1)",8.8
359306,0,0,0,0,电池出色(1),7.8
359310,5.7,4.4,3.6,5.1,"外观漂亮(13),续航出色(3),性价比高(1),系统流畅(1),运行流畅(1),性能好(1),电池容量大(1)",6.1
359316,3.9,3.1,4.3,3.9,"外观漂亮(2),游戏运行流畅(1),音色音质好(1)",5
359321,4.4,3.6,5.1,4.6,"屏幕大(11),外观漂亮(11),续航出色(8),运行流畅(4),成像效果好(3),温度控制满意(2),网速快(2)",6.1
359472,5.7,5.7,4.9,5.3,"续航出色(4),屏幕大(4),电池容量大(2),系统强悍(2),外观漂亮(1),性价比高(1),机身内存大(1)",6.9
359814,3.2,3.2,4.8,4.8,外观漂亮(1),5.6
359824,0,0,0,0,性价比高(1),7.3
360595,5.5,7.1,5.5,3.9,"运行流畅(1),性价比高(1)",6.2
360832,5.2,4.6,5,4.6,"外观漂亮(10),运行流畅(2),电池容量大(2),续航出色(2),性价比高(1),外观稳重(1),手感舒适(1)",6.4
360847,4.9,5.5,6.7,6.4,"外观漂亮(31),手感舒适(11),机身轻薄(8),屏幕大(7),成像效果好(5),分辨率高(4),硬件配置强悍(4)",8.5
360868,4.7,5.1,5.1,4.7,"屏幕大(16),价格便宜(9),外观漂亮(9),价格合理(3),电池容量大(2),信号好(2),运行流畅(2)",6.2
360882,6.4,5.9,4.8,4.8,"",6.6
361009,3.4,3,4.2,3.4,"屏幕大(10),续航出色(2),运行流畅(1),系统流畅(1),外观漂亮(1),成像效果好(1)",4.8
361542,0,0,0,0,"续航出色(5),手感舒适(1)",7.8
361563,4.6,5.4,5,5.6,"运行流畅(178),屏幕大(141),外观漂亮(126),屏幕效果好(81),性价比高(72),分辨率高(47),性价比高(42)",6.6
361564,4.6,5.4,5,5.6,"运行流畅(178),屏幕大(141),外观漂亮(126),屏幕效果好(81),性价比高(72),分辨率高(47),性价比高(42)",6.6
361781,6.3,7.2,7.8,7.7,"运行流畅(54),手感舒适(53),外观漂亮(28),性价比高(18),屏幕效果好(12),音色音质好(9),成像效果好(9)",9.1
361783,6.3,7.2,7.8,7.7,"运行流畅(54),手感舒适(53),外观漂亮(28),性价比高(18),屏幕效果好(12),音色音质好(9),成像效果好(9)",9.1
361785,7,6.7,8.7,6,"运行流畅(428),外观漂亮(318),手感舒适(241),屏幕效果好(79),系统强悍(66),续航出色(52),运行流畅(49)",8.5
361786,7,6.7,8.7,6,"运行流畅(428),外观漂亮(318),手感舒适(241),屏幕效果好(79),系统强悍(66),续航出色(52),运行流畅(49)",8.5
361815,5.2,3.6,3.7,4.2,"外观漂亮(23),手感舒适(10),续航出色(8),机身内存大(5),运行流畅(4),成像效果好(3),系统流畅(2)",5.6
361995,5.7,7,7.7,4,"运行流畅(42),外观漂亮(35),手感舒适(30),系统强悍(11),屏幕效果好(10),成像效果好(9),分辨率高(8)",8.2
362193,6.3,5.6,7.4,7.2,"外观漂亮(62),运行流畅(28),屏幕效果好(22),续航出色(13),音色音质好(10),性能好(8),成像效果好(7)",8.6
362270,6.5,6.3,6.1,6.5,"运行流畅(6),屏幕大(8),外观漂亮(6),性价比高(3),续航出色(3),音色音质好(2),屏幕效果好(2)",8.3
362277,4.9,2.5,2.5,2.5,续航出色(2),3.7
362455,5.5,5,5.3,5,"屏幕大(9),续航出色(5),运行流畅(4),机身轻薄(2),外观漂亮(2),价格合理(2),游戏运行流畅(1)",6.7
362793,6.7,5.9,5.3,5.9,"续航出色(8),屏幕效果好(3),运行流畅(2),信号好(2),外观圆润(1),屏幕反应灵敏(1),屏幕显示出色(1)",7.4
362834,7,6.7,8.7,6,"运行流畅(428),外观漂亮(318),手感舒适(241),屏幕效果好(79),系统强悍(66),续航出色(52),运行流畅(49)",8.5
363031,3.8,4,7.3,5.3,"外观漂亮(8),界面漂亮(2),续航出色(2),屏幕效果好(2),机身内存大(2),游戏运行流畅(1),温度控制满意(1)",6.9
363135,0,0,0,0,"",0
363291,0,0,0,0,"性能强悍(3),外观漂亮(4),散热给力(2),性价比较高(1)",9.1
363304,5.8,4.8,6.6,4.4,"屏幕大(12),外观漂亮(6),价格便宜(6),性价比高(2),手感舒适(2),屏幕反应灵敏(1),续航出色(1)",6.4
363334,6.1,4.5,4.9,6.1,"续航出色(3),电池容量大(1),价格便宜(1),手感舒适(1)",6.6
363336,7.3,6.5,6.5,6.5,"运行流畅(1),外观漂亮(1)",8.5
363427,0,0,0,0,"性能强悍(3),外观漂亮(4),散热给力(2),性价比较高(1)",9.1
363460,6.5,6.3,6.1,6.5,"运行流畅(6),屏幕大(8),外观漂亮(6),性价比高(3),续航出色(3),音色音质好(2),屏幕效果好(2)",8.3
363463,6.5,6.3,6.1,6.5,"运行流畅(6),屏幕大(8),外观漂亮(6),性价比高(3),续航出色(3),音色音质好(2),屏幕效果好(2)",8.3
364064,7.1,6.1,6.7,7.6,"外观漂亮(9),运行流畅(8),屏幕大(8),手感舒适(5),音色音质好(4),屏幕效果好(3),续航出色(3)",8.4
364071,7.1,6.1,6.7,7.6,"外观漂亮(9),运行流畅(8),屏幕大(8),手感舒适(5),音色音质好(4),屏幕效果好(3),续航出色(3)",8.4
364128,7.6,7.6,6.8,6,"音乐播放效果出色(1),价格便宜(1),续航出色(1)",8.9
364167,5.1,4.8,5.6,5.7,"外观漂亮(52),音色音质好(36),手感舒适(21),运行流畅(15),续航出色(5),成像效果好(4),游戏运行流畅(2)",6.8
364605,6,6.1,4.9,6.9,"屏幕大(10),信号好(5),续航出色(4),外观漂亮(4),运行流畅(2),性能好(2),网速快(1)",7.6
364608,8.4,6.6,5,5.7,"运行流畅(8),外观漂亮(6),续航出色(5),屏幕大(3),价格便宜(2),机身内存大(1),摄像效果出色(1)",8.1
364613,5.6,5,4,4.7,"价格便宜(2),机身内存大(1)",6.4
364818,7.7,6.9,6.9,7.7,"价格便宜(1),续航出色(1),电池容量大(1),外观漂亮(1)",9.2
364822,4,4,4,4,"续航出色(2),电池容量大(1)",5
364985,7.2,6.6,2.9,3.4,"续航出色(4),系统流畅(2),屏幕效果好(1),信号好(1)",6.9
365314,7.8,8.8,0,0,"性能强悍(1),屏幕大(2),性价比较高(2),显卡性能强(1)",8.9
365412,2.8,4.9,4.1,6,"音色音质好(24),外观漂亮(15),网速快(5),运行流畅(4),音乐播放效果出色(3),屏幕效果好(2),续航出色(2)",5.9
365463,0,0,0,0,"性能强悍(3),外观漂亮(4),散热给力(2),性价比较高(1)",9.1
365465,0,0,0,0,"屏幕大(3),散热给力(2),速度流畅(2),开机快(2),性能强悍(1)",9.6
365466,6.5,6.4,6.6,7,"运行流畅(28),屏幕大(25),外观漂亮(23),屏幕效果好(20),性能好(16),硬件配置强悍(15),手感舒适(9)",8.3
365754,6.5,6.4,6.6,7,"运行流畅(28),屏幕大(25),外观漂亮(23),屏幕效果好(20),性能好(16),硬件配置强悍(15),手感舒适(9)",8.3
365757,6.2,6.5,7.7,7,"外观漂亮(29),运行流畅(26),成像效果好(28),屏幕效果好(21),屏幕大(18),音色音质好(10),硬件配置强悍(11)",8.3
365808,5.7,7.5,6.8,6.4,"外观漂亮(7),手感舒适(6),运行流畅(4),性能好(2),屏幕显示出色(1),电池出色(1),性价比高(1)",8.6
365942,5.5,6.3,2.7,5.5,"屏幕大(12),扬声器音量大(1),听筒声音大(1),运行流畅(1),外观漂亮(1),音色音质好(1)",6.6
366018,4.1,5.4,5.1,5.4,"运行流畅(49),性价比高(41),屏幕效果好(24),价格便宜(17),外观漂亮(16),分辨率高(13),屏幕大(11)",6.2
366047,5,6.3,6.9,6.3,"外观漂亮(17),运行流畅(16),屏幕效果好(14),成像效果好(12),性价比高(10),性价比高(9),性能好(7)",7.7
366053,4.8,6.9,6.5,6.9,"运行流畅(24),外观漂亮(25),性价比高(25),屏幕效果好(14),性价比高(14),手感舒适(12),机身轻薄(6)",8.2
366072,4.8,6.9,6.5,6.9,"运行流畅(24),外观漂亮(25),性价比高(25),屏幕效果好(14),性价比高(14),手感舒适(12),机身轻薄(6)",8.2
366113,6.7,6.5,5.8,6.2,"续航出色(51),运行流畅(50),屏幕大(41),性价比高(29),信号好(22),外观漂亮(21),屏幕效果好(19)",8
366405,7.7,7.7,5.3,6.9,"外观漂亮(6),屏幕大(4),续航出色(2),电池容量大(2),游戏运行流畅(1),系统强悍(1),音色音质好(1)",8.6
366503,3.1,3.4,4.5,3.7,"外观漂亮(10),续航出色(1),机身轻薄(1),机身内存大(1)",4.7
366506,2.7,3.3,4.7,4,"屏幕大(15),外观漂亮(10),手感舒适(5),游戏运行流畅(2),运行流畅(2),网速快(1),相机像素高(1)",5
366510,3.4,4.2,4.8,5.4,"外观漂亮(2),手感舒适(2),音乐播放效果出色(1),机身内存大(1),屏幕效果好(1),网速快(1),机身轻薄(1)",6
366511,3.6,3.8,6,4.8,"外观漂亮(37),手感舒适(11),运行流畅(6),屏幕效果好(4),成像效果好(3),系统流畅(2),相机像素高(2)",6.2
366517,4.6,4,3.5,3.5,"屏幕大(4),手感舒适(3),续航出色(2),价格便宜(1),电池容量大(1),性价比高(1)",4.9
366538,3.6,3.8,6,4.8,"外观漂亮(37),手感舒适(11),运行流畅(6),屏幕效果好(4),成像效果好(3),机身内存大(2),系统流畅(2)",6.2
366540,3.6,3.8,6,4.8,"外观漂亮(37),手感舒适(11),运行流畅(6),屏幕效果好(4),成像效果好(3),相机像素高(2),分辨率高(2)",6.2
366544,4.1,5.4,5.1,5.4,"运行流畅(49),性价比高(41),屏幕效果好(24),价格便宜(17),外观漂亮(16),分辨率高(13),手感舒适(11)",6.2
366585,6.2,6.5,7.7,7,"外观漂亮(29),运行流畅(26),成像效果好(28),屏幕效果好(21),屏幕大(18),硬件配置强悍(11),音色音质好(10)",8.3
366586,6.2,6.5,7.7,7,"外观漂亮(29),运行流畅(26),成像效果好(28),屏幕效果好(21),屏幕大(18),硬件配置强悍(11),音色音质好(10)",8.3
366601,0,0,0,0,"屏幕效果好(1),成像效果好(1)",8
366602,0,0,0,0,"屏幕效果好(1),成像效果好(1)",8
366671,6.4,7,6.3,6.8,"性价比高(24),运行流畅(12),屏幕效果好(12),屏幕大(11),续航出色(7),硬件配置强悍(6),价格便宜(6)",8
366861,0,0,0,0,"性能强悍(3),外观漂亮(4),散热给力(2),性价比较高(1)",9.1
366987,4.8,3.9,6.1,5.5,"外观漂亮(126),手感舒适(32),音色音质好(24),运行流畅(10),摄像效果出色(11),成像效果好(9),屏幕效果好(3)",6.8
367093,6.6,6.6,3.4,3.4,"",6.8
367150,5.2,5.8,5.2,5.8,"外观漂亮(2),运行流畅(1),屏幕大(1),音乐播放效果出色(1)",7.3
367278,4.4,5.4,7,6.5,"屏幕大(5),视频流畅效果好(3),性价比高(2),摄像效果出色(2),分辨率高(1),机身内存大(1),屏幕效果好(1)",7.7
367307,5.7,5.7,4.9,5.3,"续航出色(4),屏幕大(4),电池容量大(2),系统强悍(2),温度控制满意(1),外观漂亮(1),性价比高(1)",6.9
367409,6.6,6.9,6.2,6.7,"运行流畅(210),性价比高(128),续航出色(105),外观漂亮(101),屏幕效果好(94),屏幕大(63),信号好(47)",8.2
367667,0,0,0,0,"屏幕大(1),运行流畅(1)",2
367669,6.4,5.6,6.4,6.4,"价格便宜(2),运行流畅(1)",7.8
367671,0,0,0,0,价格便宜(1),6
367702,4.4,5.4,7,6.5,"屏幕大(5),视频流畅效果好(3),摄像效果出色(2),性价比高(2),分辨率高(1),机身内存大(1),屏幕效果好(1)",7.7
367733,4.7,5.1,5.1,4.7,"屏幕大(16),价格便宜(9),外观漂亮(9),价格合理(3),电池容量大(2),信号好(2),运行流畅(2)",6.2
367735,4.5,4.7,5.5,6.4,"外观漂亮(8),手感舒适(5),价格便宜(4),屏幕大(4),价格合理(3),分辨率高(2),性价比高(2)",6.8
367736,4,3.6,5.1,4.4,"外观漂亮(18),价格便宜(2),价格合理(1),续航出色(1),字体大(1),屏幕大(1),机身轻薄(1)",5.8
367737,7.5,5.6,6.7,7.7,"屏幕大(7),外观漂亮(4),运行流畅(2),手感舒适(1),电池容量大(2),摄像效果出色(1),性价比高(1)",8.9
367738,4.7,5.5,5.5,7.9,"做工扎实(1),屏幕效果好(1),价格便宜(1),屏幕大(1)",7.3
367740,6.1,7.3,6.5,6.5,"屏幕大(4),价格便宜(4),手感舒适(1),屏幕效果好(1),外观漂亮(1),性能好(1),性价比高(1)",8.3
367748,4.4,5.4,7,6.5,"屏幕大(5),视频流畅效果好(3),摄像效果出色(2),性价比高(2),屏幕效果好(1),价格便宜(1),运行流畅(1)",7.7
367752,4.8,4,4,5.6,"外观漂亮(3),系统强悍(2),运行流畅(2),多媒体娱乐功能强(1),机身轻薄(1),屏幕大(1),性能不错(1)",6
367768,3.3,3,5.1,5.6,"外观漂亮(3),音乐播放效果出色(2),手感舒适(2),音色音质好(2),摄像效果出色(1)",5.6
367866,7.3,6.5,6.5,6.5,"运行流畅(1),外观漂亮(1)",8.5
367884,4.7,4.5,5.7,5.7,"外观漂亮(63),手感舒适(18),运行流畅(13),音色音质好(11),游戏运行流畅(5),成像效果好(5),网速快(5)",6.7
367887,4.2,5.3,5.3,5.1,"运行流畅(11),外观漂亮(8),续航出色(5),手感舒适(4),性价比高(2),性能不错(2),摄像效果出色(2)",6.6
367969,5.4,5.1,5.7,5.5,"外观漂亮(301),性价比高(144),运行流畅(141),手感舒适(89),性能好(67),屏幕大(66),价格便宜(62)",7.3
368216,6.3,5.6,7.4,7.2,"外观漂亮(62),运行流畅(28),屏幕效果好(22),续航出色(13),音色音质好(10),性能好(8),成像效果好(7)",8.6
368274,0,0,0,0,"性能强悍(3),外观漂亮(4),散热给力(2),性价比较高(1)",9.1
368396,5.1,5.1,6.1,5.4,"外观漂亮(7),性价比高(3),价格便宜(2),性价比高(2),摄像效果出色(1),网速快(1),音色音质好(1)",7.2
368499,4.5,4.8,4.5,5.3,"外观漂亮(119),手感舒适(38),音色音质好(37),运行流畅(28),系统流畅(12),网速快(12),屏幕效果好(11)",6.3
368528,0,0,0,0,"",0
368535,5.9,6.2,7.3,9,"运行流畅(66),外观漂亮(45),手感舒适(35),系统强悍(25),系统流畅(9),音色音质好(9),续航出色(8)",7.6
368852,5.3,5.9,5.7,5.9,"外观漂亮(20),运行流畅(19),屏幕大(12),屏幕效果好(7),游戏运行流畅(6),价格便宜(6),性价比高(6)",7.4
368904,6.1,6.1,7.2,6.7,"外观漂亮(60),运行流畅(51),屏幕效果好(25),手感舒适(17),成像效果好(19),音色音质好(18),续航出色(16)",8.5
368906,0,0,0,0,"性能强悍(1),性价比较高(1),显卡性能强(1)",9.3
369079,0,0,0,0,"屏幕效果好(2),相机像素高(1),价格便宜(1)",8.3
369179,4.7,4.6,4.3,4.4,"价格便宜(27),运行流畅(17),外观漂亮(15),手感舒适(14),性价比高(13),系统强悍(9),续航出色(9)",5.7
369181,4.1,5,4.6,4.5,"屏幕大(7),机身内存大(4),运行流畅(2),价格便宜(3),性价比高(2),音色音质好(1),屏幕尺寸合适(1)",5.4
369216,6.1,4.3,5.2,3.3,"外观漂亮(4),续航出色(3),价格便宜(2),做工扎实(1),电池容量大(1),手感舒适(1),网速快(1)",6.4
369218,4.6,3.3,4.3,3.5,"外观漂亮(6),运行流畅(5),屏幕大(3),分辨率高(2),电池容量大(2),硬件配置强悍(1),性能好(1)",5.1
369236,6.4,7,6.3,6.8,"性价比高(24),屏幕效果好(12),运行流畅(12),屏幕大(11),续航出色(7),硬件配置强悍(6),价格便宜(6)",8
369326,4.5,6.1,6.1,6.1,"屏幕大(2),屏幕效果好(1),运行流畅(1),电池容量大(1)",7.3
369703,7.8,8.8,0,0,"性能强悍(1),屏幕大(2),性价比较高(2),显卡性能强(1)",8.9
369705,7.8,8.8,0,0,"性能强悍(1),屏幕大(2),性价比较高(2),显卡性能强(1)",8.9
369706,0,0,0,0,"散热给力(2),性价比较高(1),性能强悍(1)",8.7
369730,7.8,8.8,0,0,"性能强悍(1),屏幕大(2),性价比较高(2),显卡性能强(1)",8.9
369747,0,0,0,0,"",0
369776,6,4.6,5,5,"续航出色(31),屏幕大(13),电池容量大(12),性价比高(6),运行流畅(4),外观漂亮(4),手感舒适(3)",6.5
369785,7.8,8.8,0,0,"性能强悍(1),屏幕大(2),性价比较高(2),显卡性能强(1)",8.9
369927,5.4,5.3,5.6,5.6,"外观漂亮(24),运行流畅(16),续航出色(6),性价比高(4),机身内存大(3),屏幕大(3),屏幕效果好(3)",7.1
369929,6.1,5.4,6,5.4,"屏幕大(13),续航出色(4),运行流畅(3),电池容量大(3),价格便宜(3),信号好(2),视频流畅效果好(2)",7.2
370479,7.1,6.2,6.3,5.5,"外观漂亮(7),运行流畅(4),屏幕大(3),价格合理(3),电池容量大(2),信号好(1),屏幕效果好(1)",7.5
370635,0,0,0,0,"",6.8
371423,8.8,9.8,0,0,"开机快(1),速度流畅(1),屏幕结实(1),接口齐全(1),性价比较高(1),显卡性能强(1),散热给力(1)",8.8
371594,7.3,6.8,6.5,6.8,"屏幕大(74),续航出色(45),外观漂亮(32),运行流畅(28),性价比高(24),屏幕效果好(21),电池容量大(17)",8.6
371732,5.2,5.2,6.6,6.5,"外观漂亮(114),运行流畅(84),音色音质好(75),屏幕大(72),屏幕效果好(58),手感舒适(34),分辨率高(30)",7.6
371783,5.3,5.9,5.7,5.9,"外观漂亮(20),运行流畅(19),屏幕大(12),屏幕效果好(7),游戏运行流畅(6),价格便宜(6),性价比高(6)",7.4
371786,5.3,5.9,5.7,5.9,"外观漂亮(20),运行流畅(19),屏幕大(12),屏幕效果好(7),游戏运行流畅(6),价格便宜(6),性价比高(6)",7.4
371880,4.9,5.6,3.7,5.2,"屏幕大(18),外观漂亮(9),价格便宜(8),运行流畅(6),游戏运行流畅(4),性价比高(3),机身内存大(1)",6.5
371881,7,5.4,5,6.2,"屏幕大(3),外观漂亮(2),续航出色(2),性价比高(1),手感舒适(1),屏幕效果好(1),音色音质好(1)",7.7
371882,5.9,4.3,5.4,5.4,"屏幕大(8),性价比高(2),性价比高(2),屏幕效果好(1),摄像效果出色(1),性能好(1),手感舒适(1)",6.9
371894,7.9,7.9,5.5,5.5,"价格便宜(2),性价比高(1),性价比高(1),系统流畅(1),续航出色(1),屏幕大(1),屏幕效果好(1)",8.7
371905,4.5,4.1,5.1,4.7,"外观漂亮(32),性价比高(7),机身内存大(5),运行流畅(4),性价比高(3),手感舒适(3),系统流畅(2)",6
371916,5.9,5.9,4.3,9.1,"电池容量大(2),续航出色(1),机身内存大(1)",7.4
371938,4.4,3.4,5.3,3.9,"运行流畅(8),外观漂亮(7),手感舒适(4),网速快(3),游戏运行流畅(2),屏幕大(1),机身内存大(1)",5.5
371949,0,0,0,0,"性能强悍(3),外观漂亮(4),散热给力(2),性价比较高(1)",9.1
371983,0,0,0,0,相机像素高(1),6
371997,6.1,5.4,6,5.4,"屏幕大(13),续航出色(4),运行流畅(3),电池容量大(3),价格便宜(3),视频流畅效果好(2),性价比高(2)",7.2
372066,3.2,5.3,4.7,4.8,"屏幕大(29),网速快(22),运行流畅(17),价格便宜(14),外观漂亮(13),性价比高(9),价格合理(8)",5.9
372435,6.8,5.8,7.1,7.2,"外观漂亮(33),续航出色(12),屏幕效果好(10),运行流畅(9),价格便宜(6),音色音质好(6),性能好(5)",8.6
372602,0,0,0,0,"",0
